depth_top (m),depth_bott (m),depth_mid (m),ageGICC05ext_top (yr BP),ageGICC05ext_bott (yr BP),ageGICC05_mid (yr BP),NH4source (ng/m3),NH4source+1sigma (ng/m3),NH4source-1sigma (ng/m3),NH4 atm. residence time (days),Nasource (ng/m3),Nasource+1sigma (ng/m3),Nasource-1sigma (ng/m3),Na atm. residence time (days),Casource (ng/m3),Casource+1sigma (ng/m3),Casource-1sigma (ng/m3),Ca atm. residence time (days)
1849.5605,1849.6350,1849.5978,47244.9582,47254.9880,47249.9731,22.188,36.218,8.1577,18.16,96.60,165.65,27.55,6.41,179.53,288.99,70.07,14.42
1849.6350,1849.7090,1849.6720,47254.9880,47265.0455,47260.0167,40.894,66.747,15.041,18.16,159.03,272.65,45.41,6.41,255.10,410.62,99.58,14.42
1849.7090,1849.7820,1849.7455,47265.0455,47275.0000,47270.0227,28.8,47.004,10.597,18.15,182.97,313.70,52.25,6.41,217.04,349.37,84.71,14.41
1849.7820,1849.8555,1849.8188,47275.0000,47285.0227,47280.0114,20.301,33.131,7.4714,18.13,124.68,213.76,35.59,6.40,254.12,409.07,99.17,14.41
1849.8555,1849.9290,1849.8923,47285.0227,47295.0455,47290.0341,18.051,29.458,6.6439,18.12,176.05,301.87,50.22,6.39,269.29,433.52,105.06,14.40
1849.9290,1850.0020,1849.9655,47295.0455,47305.0000,47300.0227,15.553,25.383,5.7238,18.09,148.58,254.86,42.29,6.38,257.01,413.82,100.20,14.40
1850.0020,1850.0750,1850.0385,47305.0000,47314.9545,47309.9773,14.374,23.46,5.2876,18.05,156.38,268.41,44.34,6.37,242.46,390.50,94.42,14.38
1850.0750,1850.1485,1850.1118,47314.9545,47324.9773,47319.9659,10.07,16.436,3.7052,18.04,88.42,151.77,25.07,6.37,205.08,330.30,79.86,14.38
1850.1485,1850.2215,1850.1850,47324.9773,47335.0153,47329.9963,10.32,16.84,3.8,18.07,105.23,180.51,29.96,6.38,171.89,276.78,67.00,14.39
1850.2215,1850.2930,1850.2573,47335.0153,47345.0200,47340.0177,17.014,27.754,6.2734,18.09,228.61,391.80,65.42,6.38,415.21,668.36,162.06,14.40
1850.2930,1850.3640,1850.3285,47345.0200,47354.9600,47349.9900,16.242,26.483,6.0009,18.10,123.09,210.74,35.45,6.39,300.02,482.76,117.28,14.40
1850.3640,1850.4355,1850.3998,47354.9600,47364.9700,47359.9650,18.109,29.524,6.695,18.10,119.23,204.07,34.38,6.39,283.87,456.75,110.99,14.40
1850.4355,1850.5070,1850.4713,47364.9700,47374.9800,47369.9750,21.811,35.564,8.0577,18.07,132.05,226.16,37.94,6.38,300.17,483.10,117.24,14.39
1850.5070,1850.5785,1850.5428,47374.9800,47384.9900,47379.9850,22.995,37.503,8.4883,18.05,139.16,238.46,39.85,6.37,262.66,422.82,102.50,14.39
1850.5785,1850.6500,1850.6143,47384.9900,47395.0000,47389.9950,25.769,42.035,9.503,18.05,145.75,249.88,41.63,6.37,316.06,508.84,123.28,14.39
1850.6500,1850.7210,1850.6855,47395.0000,47404.9422,47399.9711,26.698,43.556,9.8392,18.06,81.06,138.99,23.12,6.37,212.78,342.58,82.98,14.39
1850.7210,1850.7905,1850.7558,47404.9422,47414.9645,47409.9533,18.829,30.721,6.9368,18.07,106.12,181.97,30.27,6.38,248.03,399.33,96.73,14.39
1850.7905,1850.8585,1850.8245,47414.9645,47424.9791,47419.9718,21.846,35.645,8.0464,18.09,144.52,247.80,41.23,6.38,257.12,413.95,100.29,14.40
1850.8585,1850.9265,1850.8925,47424.9791,47434.9936,47429.9864,25.172,41.074,9.2706,18.10,159.93,274.20,45.66,6.39,400.34,644.48,156.20,14.40
1850.9265,1850.9945,1850.9605,47434.9936,47445.0082,47440.0009,13.972,22.8,5.1443,18.11,108.07,185.30,30.84,6.39,229.36,369.23,89.49,14.40
1850.9945,1851.0625,1851.0285,47445.0082,47455.0227,47450.0155,19.696,32.143,7.2479,18.11,102.10,175.10,29.10,6.39,325.33,523.77,126.89,14.40
1851.0625,1851.1305,1851.0965,47455.0227,47465.0373,47460.0300,18.519,30.227,6.8105,18.10,101.19,173.61,28.76,6.39,222.07,357.58,86.56,14.40
1851.1305,1851.1985,1851.1645,47465.0373,47475.0518,47470.0445,18.591,30.351,6.8321,18.07,133.34,228.92,37.75,6.38,283.23,456.18,110.28,14.39
1851.1985,1851.2665,1851.2325,47475.0518,47485.0664,47480.0591,15.489,25.283,5.6937,18.07,99.69,171.12,28.27,6.38,227.61,366.57,88.65,14.39
1851.2665,1851.3355,1851.3010,47485.0664,47495.0345,47490.0505,21.465,35.029,7.9017,18.12,115.80,198.54,33.05,6.39,291.73,469.63,113.83,14.40
1851.3355,1851.4060,1851.3708,47495.0345,47505.0327,47500.0336,15.172,24.754,5.5897,18.15,87.99,150.77,25.22,6.41,238.16,383.29,93.03,14.41
1851.4060,1851.4765,1851.4413,47505.0327,47515.0309,47510.0318,23.839,38.893,8.7864,18.16,147.37,252.43,42.31,6.41,372.46,599.35,145.57,14.42
1851.4765,1851.5470,1851.5118,47515.0309,47525.0291,47520.0300,15.999,26.099,5.8991,18.17,84.70,145.03,24.36,6.41,248.66,400.10,97.22,14.42
1851.5470,1851.6175,1851.5823,47525.0291,47535.0273,47530.0282,16.044,26.169,5.9185,18.17,82.57,141.35,23.78,6.41,235.24,378.48,92.00,14.42
1851.6175,1851.6880,1851.6528,47535.0273,47545.0255,47540.0264,18.965,30.932,6.9967,18.15,62.91,107.71,18.10,6.41,200.03,321.85,78.21,14.41
1851.6880,1851.7585,1851.7233,47545.0255,47555.0236,47550.0245,17.474,28.503,6.4453,18.12,123.39,211.35,35.42,6.40,278.35,447.95,108.75,14.41
1851.7585,1851.8285,1851.7935,47555.0236,47564.9580,47559.9908,18.906,30.84,6.9711,18.12,160.39,274.80,45.98,6.39,303.77,488.90,118.64,14.40
1851.8285,1851.8975,1851.8630,47564.9580,47574.9955,47569.9767,16.659,27.177,6.1404,18.13,135.84,232.74,38.94,6.40,246.66,396.97,96.35,14.41
1851.8975,1851.9655,1851.9315,47574.9955,47585.0100,47580.0027,24.616,40.159,9.0719,18.15,154.22,264.20,44.25,6.41,240.89,387.66,94.12,14.42
1851.9655,1852.0335,1851.9995,47585.0100,47595.0245,47590.0173,27.991,45.665,10.316,18.18,121.97,208.88,35.06,6.42,293.06,471.53,114.59,14.42
1852.0335,1852.1015,1852.0675,47595.0245,47605.0391,47600.0318,22.925,37.402,8.4492,18.21,126.36,216.33,36.39,6.43,241.71,388.85,94.57,14.43
1852.1015,1852.1695,1852.1355,47605.0391,47615.0536,47610.0464,19.784,32.276,7.2915,18.24,229.95,393.55,66.35,6.44,285.43,459.12,111.74,14.44
1852.1695,1852.2370,1852.2033,47615.0536,47624.9945,47620.0241,16.074,26.225,5.9224,18.27,133.64,228.67,38.62,6.45,255.18,410.40,99.96,14.45
1852.2370,1852.3045,1852.2708,47624.9945,47634.9355,47629.9650,20.033,32.689,7.3768,18.32,106.26,181.78,30.74,6.47,260.93,419.59,102.27,14.46
1852.3045,1852.3725,1852.3385,47634.9355,47644.9506,47639.9430,17.999,29.375,6.6232,18.35,115.63,197.80,33.45,6.48,232.28,373.50,91.06,14.47
1852.3725,1852.4400,1852.4063,47644.9506,47654.9636,47649.9571,21.915,35.772,8.0569,18.36,112.01,191.67,32.36,6.49,314.68,506.03,123.33,14.47
1852.4400,1852.5070,1852.4735,47654.9636,47664.9527,47659.9582,18.594,30.357,6.8316,18.38,158.38,271.03,45.73,6.50,247.28,397.64,96.92,14.48
1852.5070,1852.5740,1852.5405,47664.9527,47674.9418,47669.9473,19.023,31.061,6.9855,18.41,142.66,244.11,41.21,6.51,260.42,418.74,102.10,14.49
1852.5740,1852.6415,1852.6078,47674.9418,47685.0055,47679.9736,18.913,30.884,6.9425,18.44,159.68,273.20,46.17,6.52,271.78,436.97,106.59,14.50
1852.6415,1852.7090,1852.6753,47685.0055,47695.0691,47690.0373,15.861,25.901,5.8206,18.47,135.75,232.21,39.29,6.53,217.41,349.51,85.31,14.51
1852.7090,1852.7760,1852.7425,47695.0691,47705.0582,47700.0636,16.592,27.099,6.0849,18.48,127.15,217.53,36.78,6.54,226.77,364.56,88.98,14.51
1852.7760,1852.8430,1852.8095,47705.0582,47715.0473,47710.0527,20.543,33.56,7.5261,18.48,158.16,270.71,45.62,6.54,273.02,438.99,107.05,14.51
1852.8430,1852.9100,1852.8765,47715.0473,47725.0364,47720.0418,18.538,30.289,6.787,18.50,151.95,260.12,43.79,6.54,240.38,386.51,94.25,14.51
1852.9100,1852.9795,1852.9448,47725.0364,47735.0190,47730.0277,30.884,50.465,11.304,18.53,220.64,377.63,63.66,6.55,538.30,865.45,211.15,14.52
1852.9795,1853.0525,1853.0160,47735.0190,47744.9773,47739.9981,21.27,34.761,7.7801,18.56,229.12,392.14,66.11,6.56,363.32,584.11,142.53,14.53
1853.0525,1853.1260,1853.0893,47744.9773,47755.0000,47749.9886,24.149,39.474,8.8234,18.59,152.44,260.93,43.94,6.57,279.16,448.81,109.51,14.54
1853.1260,1853.1990,1853.1625,47755.0000,47764.9545,47759.9773,66.367,108.5,24.237,18.63,104.40,178.67,30.13,6.59,257.06,413.23,100.89,14.55
1853.1990,1853.2725,1853.2358,47764.9545,47774.9773,47769.9659,23.098,37.76,8.4362,18.67,133.18,227.81,38.55,6.61,295.54,474.98,116.10,14.56
1853.2725,1853.3460,1853.3093,47774.9773,47785.0000,47779.9886,21.984,35.935,8.033,18.74,134.15,229.26,39.04,6.63,321.97,517.25,126.69,14.58
1853.3460,1853.4195,1853.3828,47785.0000,47795.0227,47790.0114,18.086,29.558,6.6138,18.83,103.07,175.92,30.23,6.67,242.61,389.54,95.68,14.61
1853.4195,1853.4910,1853.4553,47795.0227,47804.8669,47799.9448,27.736,45.323,10.149,18.91,177.97,303.42,52.52,6.70,336.81,540.55,133.07,14.63
1853.4910,1853.5575,1853.5243,47804.8669,47814.9909,47809.9289,29.777,48.654,10.901,18.97,199.53,339.90,59.17,6.72,474.94,761.97,187.91,14.64
1853.5575,1853.6215,1853.5895,47814.9909,47824.9982,47819.9945,15.24,24.9,5.581,19.04,94.90,161.52,28.28,6.75,238.55,382.58,94.52,14.66
1853.6215,1853.6855,1853.6535,47824.9982,47835.0055,47830.0018,22.082,36.077,8.0869,19.12,170.23,289.49,50.97,6.78,329.64,528.47,130.81,14.68
1853.6855,1853.7495,1853.7175,47835.0055,47845.0127,47840.0091,19.42,31.725,7.1165,19.19,101.53,172.48,30.59,6.81,234.67,376.05,93.29,14.71
1853.7495,1853.8135,1853.7815,47845.0127,47855.0200,47850.0164,25.726,42.014,9.4375,19.27,134.12,227.53,40.70,6.84,294.14,471.10,117.18,14.73
1853.8135,1853.8775,1853.8455,47855.0200,47865.0273,47860.0236,17.285,28.224,6.3461,19.33,74.25,125.85,22.65,6.86,221.01,353.84,88.18,14.74
1853.8775,1853.9415,1853.9095,47865.0273,47875.0345,47870.0309,20.439,33.37,7.5075,19.36,139.38,236.11,42.64,6.87,291.99,467.39,116.59,14.75
1853.9415,1854.0055,1853.9735,47875.0345,47885.0418,47880.0382,18.307,29.883,6.7303,19.39,121.69,206.00,37.38,6.88,299.74,479.66,119.82,14.76
1854.0055,1854.0695,1854.0375,47885.0418,47895.0114,47890.0266,15.891,25.933,5.8495,19.43,93.83,158.71,28.96,6.90,281.42,450.19,112.65,14.77
1854.0695,1854.1340,1854.1018,47895.0114,47904.9818,47899.9966,26.154,42.68,9.6291,19.42,369.08,624.25,113.91,6.89,602.98,964.61,241.35,14.77
1854.1340,1854.1990,1854.1665,47904.9818,47915.0273,47910.0045,22.342,36.466,8.2188,19.37,186.67,316.00,57.34,6.88,370.29,592.57,148.01,14.75
1854.1990,1854.2635,1854.2313,47915.0273,47924.9955,47920.0114,23.569,38.474,8.6644,19.33,102.65,173.89,31.41,6.86,280.72,449.35,112.09,14.74
1854.2635,1854.3280,1854.2958,47924.9955,47934.9636,47929.9795,15.805,25.802,5.8072,19.30,104.10,176.45,31.76,6.85,241.10,386.02,96.18,14.73
1854.3280,1854.3930,1854.3605,47934.9636,47945.0091,47939.9864,18.392,30.03,6.7537,19.27,125.52,212.87,38.17,6.83,272.26,436.01,108.51,14.72
1854.3930,1854.4575,1854.4253,47945.0091,47954.9773,47949.9932,26.903,43.934,9.8716,19.23,153.35,260.24,46.46,6.82,379.00,607.10,150.90,14.72
1854.4575,1854.5220,1854.4898,47954.9773,47964.9455,47959.9614,25.646,41.888,9.4039,19.21,94.76,160.90,28.62,6.81,353.14,565.79,140.49,14.71
1854.5220,1854.5865,1854.5543,47964.9455,47974.9282,47969.9368,51.27,83.752,18.787,19.19,103.37,175.60,31.14,6.81,323.70,518.71,128.69,14.71
1854.5865,1854.6500,1854.6183,47974.9282,47985.0000,47979.9641,70.88,115.81,25.948,19.17,180.16,306.25,54.07,6.80,465.77,746.56,184.98,14.70
1854.6500,1854.7125,1854.6813,47985.0000,47995.0000,47990.0000,22.066,36.064,8.067,19.14,140.68,239.36,42.00,6.79,320.89,514.52,127.26,14.69
1854.7125,1854.7750,1854.7438,47995.0000,48005.0000,48000.0000,29.031,47.463,10.6,19.12,117.39,199.88,34.89,6.78,344.47,552.49,136.45,14.68
1854.7750,1854.8375,1854.8063,48005.0000,48015.0000,48010.0000,31.819,52.034,11.603,19.10,155.11,264.31,45.91,6.77,424.11,680.40,167.82,14.68
1854.8375,1854.9000,1854.8688,48015.0000,48025.0000,48020.0000,18.509,30.276,6.7419,19.08,90.20,153.80,26.60,6.76,272.74,437.66,107.82,14.68
1854.9000,1854.9625,1854.9313,48025.0000,48035.0000,48030.0000,22.501,36.815,8.1881,19.07,125.73,214.52,36.95,6.76,374.61,601.26,147.96,14.67
1854.9625,1855.0250,1854.9938,48035.0000,48045.0000,48040.0000,27.47,44.951,9.9898,19.06,116.13,198.20,34.05,6.76,417.71,670.53,164.89,14.67
1855.0250,1855.0875,1855.0563,48045.0000,48055.0000,48050.0000,27.819,45.524,10.114,19.06,115.28,196.78,33.78,6.76,357.76,574.32,141.20,14.67
1855.0875,1855.1500,1855.1188,48055.0000,48064.9857,48059.9928,24.898,40.748,9.0487,19.04,115.36,197.00,33.73,6.75,348.84,560.09,137.59,14.66
1855.1500,1855.2130,1855.1815,48064.9857,48074.9655,48069.9756,42.114,68.929,15.299,18.99,149.40,255.29,43.51,6.73,502.48,806.98,197.98,14.65
1855.2130,1855.2765,1855.2448,48074.9655,48085.0100,48079.9877,32.358,52.964,11.753,18.97,180.06,307.78,52.34,6.72,320.58,514.92,126.24,14.64
1855.2765,1855.3400,1855.3083,48085.0100,48095.0545,48090.0323,31.057,50.834,11.28,18.97,132.70,226.82,38.57,6.72,364.47,585.42,143.52,14.64
1855.3400,1855.4030,1855.3715,48095.0545,48105.0200,48100.0373,30.335,49.648,11.021,18.97,111.97,191.37,32.57,6.72,375.26,602.73,147.79,14.64
1855.4030,1855.4660,1855.4345,48105.0200,48114.9855,48110.0027,36.41,59.584,13.236,18.97,159.84,273.11,46.57,6.72,549.93,883.19,216.67,14.64
1855.4660,1855.5290,1855.4975,48114.9855,48124.9509,48119.9682,26.935,44.071,9.7996,18.97,155.44,265.49,45.40,6.72,541.01,868.73,213.29,14.65
1855.5290,1855.5925,1855.5608,48124.9509,48134.9955,48129.9732,39.192,64.111,14.273,18.99,102.36,174.72,30.00,6.73,375.71,603.17,148.25,14.65
1855.5925,1855.6560,1855.6243,48134.9955,48145.0400,48140.0177,41.755,68.292,15.218,19.00,125.71,214.49,36.93,6.73,450.07,722.44,177.70,14.65
1855.6560,1855.7195,1855.6878,48145.0400,48155.0092,48150.0246,53.888,88.125,19.652,19.00,137.87,235.18,40.56,6.73,529.78,850.32,209.24,14.65
1855.7195,1855.7840,1855.7518,48155.0092,48164.9818,48159.9955,26.011,42.533,9.4898,18.98,122.72,209.33,36.11,6.73,378.71,607.85,149.57,14.65
1855.7840,1855.8490,1855.8165,48164.9818,48175.0273,48170.0045,26.635,43.55,9.7205,18.95,118.94,202.92,34.96,6.71,378.18,607.05,149.31,14.64
1855.8490,1855.9135,1855.8813,48175.0273,48184.9955,48180.0114,23.279,38.058,8.5011,18.94,118.46,202.07,34.86,6.71,302.10,484.90,119.30,14.64
1855.9135,1855.9780,1855.9458,48184.9955,48194.9636,48189.9795,24.35,39.8,8.9006,18.96,104.09,177.45,30.73,6.72,333.47,535.14,131.80,14.64
1855.9780,1856.0430,1856.0105,48194.9636,48205.0091,48199.9864,22.276,36.401,8.1506,18.97,168.08,286.38,49.78,6.72,301.78,484.19,119.37,14.64
1856.0430,1856.1075,1856.0753,48205.0091,48214.9773,48209.9932,22.376,36.556,8.1962,18.97,126.16,214.86,37.47,6.72,301.13,483.08,119.18,14.64
1856.1075,1856.1720,1856.1398,48214.9773,48224.9455,48219.9614,37.743,61.651,13.835,18.96,138.43,235.69,41.17,6.72,409.93,657.56,162.30,14.64
1856.1720,1856.2375,1856.2048,48224.9455,48235.0393,48229.9924,39.037,63.759,14.315,18.94,102.18,173.97,30.39,6.71,214.50,344.08,84.92,14.64
1856.2375,1856.3050,1856.2713,48235.0393,48245.0000,48240.0196,36.071,58.909,13.233,18.91,116.80,198.88,34.71,6.70,298.20,478.39,118.01,14.63
1856.3050,1856.3740,1856.3395,48245.0000,48255.0364,48250.0182,NaN,NaN,NaN,18.87,NaN,NaN,NaN,6.68,NaN,#VALUE!,#VALUE!,14.62
1856.3740,1856.4425,1856.4083,48255.0364,48265.0000,48260.0182,NaN,NaN,NaN,18.83,NaN,NaN,NaN,6.67,NaN,#VALUE!,#VALUE!,14.61
1856.4425,1856.5110,1856.4768,48265.0000,48274.9636,48269.9818,NaN,NaN,NaN,18.80,NaN,NaN,NaN,6.66,NaN,#VALUE!,#VALUE!,14.60
1856.5110,1856.5800,1856.5455,48274.9636,48285.0000,48279.9818,NaN,NaN,NaN,18.76,NaN,NaN,NaN,6.64,NaN,#VALUE!,#VALUE!,14.59
1856.5800,1856.6490,1856.6145,48285.0000,48295.0364,48290.0182,NaN,NaN,NaN,18.72,NaN,NaN,NaN,6.62,NaN,#VALUE!,#VALUE!,14.57
1856.6490,1856.7175,1856.6833,48295.0364,48305.0000,48300.0182,NaN,NaN,NaN,18.68,NaN,NaN,NaN,6.61,NaN,#VALUE!,#VALUE!,14.57
1856.7175,1856.7860,1856.7518,48305.0000,48314.9747,48309.9874,NaN,NaN,NaN,18.67,94.08,160.27,27.89,6.61,190.49,305.73,75.25,14.56
1856.7860,1856.8540,1856.8200,48314.9747,48325.0509,48320.0128,17.87,29.142,6.5973,18.63,149.70,254.96,44.44,6.59,195.00,312.97,77.03,14.55
1856.8540,1856.9210,1856.8875,48325.0509,48335.0400,48330.0455,18.289,29.817,6.7608,18.55,129.97,221.40,38.54,6.56,201.73,323.83,79.63,14.53
1856.9210,1856.9880,1856.9545,48335.0400,48345.0291,48340.0345,16.104,26.247,5.9615,18.45,106.25,181.06,31.44,6.52,155.96,250.42,61.50,14.50
1856.9880,1857.0550,1857.0215,48345.0291,48355.0182,48350.0236,15.494,25.244,5.7446,18.34,96.44,164.43,28.45,6.48,191.32,307.32,75.32,14.47
1857.0550,1857.1220,1857.0885,48355.0182,48365.0073,48360.0127,18.853,30.705,7.0019,18.22,97.21,165.82,28.59,6.43,180.52,290.08,70.96,14.43
1857.1220,1857.1890,1857.1555,48365.0073,48374.9964,48370.0018,18.192,29.615,6.7689,18.09,124.71,212.84,36.58,6.38,198.29,318.76,77.82,14.40
1857.1890,1857.2560,1857.2225,48374.9964,48384.9855,48379.9909,16.747,27.252,6.2415,17.94,112.37,191.94,32.79,6.33,207.54,333.84,81.24,14.35
1857.2560,1857.3240,1857.2900,48384.9855,48395.1104,48390.0479,15.313,24.911,5.7153,17.76,119.64,204.62,34.67,6.26,176.21,283.67,68.75,14.30
1857.3240,1857.3985,1857.3613,48395.1104,48404.9964,48400.0534,17.557,28.554,6.5593,17.56,96.46,165.24,27.68,6.18,176.01,283.63,68.39,14.24
1857.3985,1857.4790,1857.4388,48404.9964,48414.9491,48409.9727,11.411,18.556,4.2662,17.35,79.65,136.71,22.60,6.10,142.51,229.92,55.11,14.18
1857.4790,1857.5600,1857.5195,48414.9491,48424.9636,48419.9564,16.202,26.347,6.0569,17.13,138.72,238.66,38.77,6.02,155.92,251.90,59.94,14.11
1857.5600,1857.6410,1857.6005,48424.9636,48434.9782,48429.9709,21.674,35.252,8.096,16.89,111.48,192.37,30.59,5.93,165.56,267.92,63.20,14.03
1857.6410,1857.7220,1857.6815,48434.9782,48444.9927,48439.9855,13.56,22.056,5.0642,16.67,110.14,190.54,29.74,5.85,141.75,229.74,53.76,13.96
1857.7220,1857.8030,1857.7625,48444.9927,48455.0073,48450.0000,14.205,23.103,5.307,16.46,107.77,186.84,28.69,5.77,190.31,308.89,71.73,13.89
1857.8030,1857.8850,1857.8440,48455.0073,48465.1070,48460.0571,15.173,24.677,5.6698,16.27,130.99,227.54,34.44,5.70,156.25,253.94,58.56,13.83
1857.8850,1857.9700,1857.9275,48465.1070,48475.0182,48470.0626,28.303,46.03,10.577,16.11,73.32,127.59,19.06,5.64,126.27,205.46,47.08,13.78
1857.9700,1858.0570,1858.0135,48475.0182,48484.9836,48480.0009,14.49,23.567,5.4124,15.96,77.20,134.59,19.81,5.58,115.45,188.09,42.81,13.73
1858.0570,1858.1445,1858.1008,48484.9836,48495.0064,48489.9950,23.053,37.503,8.6037,15.81,89.01,155.52,22.51,5.52,133.11,217.14,49.08,13.68
1858.1445,1858.2320,1858.1883,48495.0064,48505.0291,48500.0177,16.659,27.112,6.205,15.66,85.65,150.04,21.27,5.47,133.57,218.21,48.93,13.63
1858.2320,1858.3190,1858.2755,48505.0291,48514.9945,48510.0118,14.238,23.189,5.2872,15.51,107.10,188.20,26.00,5.41,114.27,186.98,41.56,13.57
1858.3190,1858.4065,1858.3628,48514.9945,48525.0173,48520.0059,10.422,16.981,3.863,15.42,67.61,119.03,16.17,5.38,87.22,142.87,31.57,13.54
1858.4065,1858.4955,1858.4510,48525.0173,48535.0464,48530.0318,12.292,20.031,4.553,15.38,82.22,144.88,19.56,5.36,91.77,150.38,33.16,13.53
1858.4955,1858.5855,1858.5405,48535.0464,48545.0282,48540.0373,9.7026,15.813,3.5918,15.35,63.90,112.67,15.14,5.35,122.53,200.85,44.21,13.52
1858.5855,1858.6755,1858.6305,48545.0282,48555.0100,48550.0191,10.64,17.343,3.9367,15.34,72.86,128.51,17.21,5.35,105.88,173.59,38.18,13.51
1858.6755,1858.7655,1858.7205,48555.0100,48564.9918,48560.0009,21.513,35.06,7.965,15.37,97.80,172.39,23.21,5.36,123.15,201.84,44.47,13.52
1858.7655,1858.8555,1858.8105,48564.9918,48574.9736,48569.9827,26.664,43.437,9.8908,15.43,95.62,168.27,22.96,5.38,125.15,204.96,45.35,13.55
1858.8555,1858.9455,1858.9005,48574.9736,48584.9555,48579.9645,11.186,18.221,4.1522,15.47,87.05,153.08,21.03,5.40,104.26,170.67,37.85,13.56
1858.9455,1859.0335,1858.9895,48584.9555,48594.9629,48589.9592,14.756,24.039,5.4743,15.49,109.75,193.00,26.50,5.40,99.40,162.70,36.10,13.57
1859.0335,1859.1185,1859.0760,48594.9629,48605.0045,48599.9837,14.082,22.947,5.2177,15.49,95.88,168.72,23.04,5.40,114.92,188.13,41.71,13.57
1859.1185,1859.2030,1859.1608,48605.0045,48614.9909,48609.9977,15.163,24.719,5.6069,15.47,95.42,168.12,22.73,5.40,112.94,184.97,40.91,13.56
1859.2030,1859.2880,1859.2455,48614.9909,48625.0364,48620.0136,25.868,42.186,9.5507,15.44,120.25,212.09,28.42,5.39,121.55,199.16,43.95,13.55
1859.2880,1859.3725,1859.3303,48625.0364,48635.0227,48630.0295,46.913,76.524,17.302,15.41,111.68,197.15,26.22,5.38,107.12,175.58,38.66,13.54
1859.3725,1859.4570,1859.4148,48635.0227,48645.0091,48640.0159,42.128,68.708,15.548,15.40,123.38,217.76,29.01,5.37,133.45,218.74,48.16,13.54
1859.4570,1859.5430,1859.5000,48645.0091,48655.1031,48650.0561,17.699,28.851,6.5479,15.41,64.82,114.24,15.39,5.38,97.27,159.38,35.17,13.54
1859.5430,1859.6325,1859.5878,48655.1031,48665.0000,48660.0516,15.233,24.822,5.6444,15.39,82.29,144.96,19.61,5.37,128.85,211.12,46.58,13.53
1859.6325,1859.7240,1859.6783,48665.0000,48674.9818,48669.9909,9.0061,14.672,3.3397,15.33,129.63,228.43,30.84,5.34,124.69,204.39,44.99,13.51
1859.7240,1859.8155,1859.7698,48674.9818,48684.9636,48679.9727,6.893,11.23,2.5563,15.25,88.25,155.64,20.86,5.31,113.07,185.47,40.67,13.48
1859.8155,1859.9075,1859.8615,48684.9636,48695.0000,48689.9818,6.7479,10.995,2.5009,15.15,80.17,141.59,18.75,5.28,137.64,225.99,49.29,13.44
1859.9075,1859.9990,1859.9533,48695.0000,48704.9818,48699.9909,6.9521,11.33,2.5741,15.02,86.99,153.93,20.06,5.23,149.29,245.43,53.15,13.40
1859.9990,1860.0910,1860.0450,48704.9818,48714.9907,48709.9863,7.0951,11.567,2.6235,14.88,58.32,103.42,13.21,5.18,117.16,192.89,41.43,13.35
1860.0910,1860.1850,1860.1380,48714.9907,48724.9636,48719.9772,6.0166,9.8094,2.2238,14.76,77.25,137.22,17.29,5.13,122.20,201.43,42.97,13.30
1860.1850,1860.2800,1860.2325,48724.9636,48734.9818,48729.9727,6.6656,10.866,2.4651,14.67,62.79,111.60,13.97,5.10,99.79,164.63,34.96,13.27
1860.2800,1860.3750,1860.3275,48734.9818,48745.0000,48739.9909,11.139,18.159,4.1186,14.56,53.52,95.24,11.79,5.06,82.82,136.77,28.86,13.23
1860.3750,1860.4700,1860.4225,48745.0000,48755.0182,48750.0091,7.4112,12.085,2.7375,14.45,50.12,89.36,10.88,5.02,100.07,165.49,34.66,13.18
1860.4700,1860.5650,1860.5175,48755.0182,48765.0364,48760.0273,5.714,9.3176,2.1103,14.35,80.56,143.80,17.32,4.98,90.46,149.75,31.18,13.15
1860.5650,1860.6605,1860.6128,48765.0364,48775.0425,48770.0394,41.167,67.119,15.215,14.27,82.96,148.16,17.77,4.95,112.31,186.05,38.57,13.12
1860.6605,1860.7580,1860.7093,48775.0425,48784.9964,48780.0194,7.8436,12.789,2.8981,14.17,80.61,144.13,17.08,4.92,85.71,142.15,29.28,13.08
1860.7580,1860.8565,1860.8073,48784.9964,48795.0255,48790.0109,3.7348,6.0916,1.3781,14.05,69.60,124.70,14.50,4.87,77.21,128.24,26.18,13.03
1860.8565,1860.9545,1860.9055,48795.0255,48805.0036,48800.0145,6.7082,10.946,2.4709,13.93,82.01,147.26,16.76,4.83,85.65,142.47,28.82,12.98
1860.9545,1861.0525,1861.0035,48805.0036,48814.9818,48809.9927,5.4303,8.8648,1.9957,13.80,57.11,102.80,11.41,4.78,70.94,118.20,23.67,12.93
1861.0525,1861.1510,1861.1018,48814.9818,48825.0109,48819.9964,3.8518,6.29,1.4137,13.70,72.91,131.49,14.34,4.74,76.30,127.30,25.29,12.89
1861.1510,1861.2540,1861.2025,48825.0109,48835.0073,48830.0091,7.4323,12.138,2.7267,13.62,97.56,176.12,19.00,4.71,99.15,165.60,32.70,12.86
1861.2540,1861.3615,1861.3078,48835.0073,48844.9755,48839.9914,6.9555,11.36,2.5511,13.54,93.80,169.49,18.11,4.69,102.71,171.70,33.72,12.83
1861.3615,1861.4695,1861.4155,48844.9755,48854.9900,48849.9827,4.0265,6.5763,1.4766,13.47,66.42,120.12,12.73,4.66,92.25,154.36,30.15,12.80
